scenario_name,num_files,min_file_kb,max_file_kb,backup_fraction,deletion_fraction,RTO_seconds,baseline_access_time_seconds,RPO_data_restored_percentage
Automated Backup and Restore Scenario,100,10,50,0.75,0.5,5.37000036239624,0.5795960426330566,87.0
Automated Backup and Restore Scenario,500,10,1024,0.5,0.5,21.597887754440308,5.982122182846069,75.6
Automated Backup and Restore Scenario,1000,50,1024,0.9,0.5,79.49380540847778,13.867699146270752,95.3
Automated Backup and Restore Scenario,500,10,512,0.25,0.5,12.172505617141724,5.599272012710571,60.6
Automated Backup and Restore Scenario,100,10,100,0.75,0.8,5.621931552886963,0.999272346496582,80.0
